3.513869047164916992e-01,5.097658839076757431e-03,1.302023925781250000e+02,9.420609474182128906e-02,2.073244936764240265e-02,9.106771087646484375e+01
1.562500838190317154e-04,7.812504190951585770e-05,2.203963928222656250e+02,1.911904907226562500e+01,1.021560237859375775e-04,1.279999316406250000e+04
3.218947052955627441e-01,5.468753166496753693e-03,4.724035156250000000e+03,3.291581571102142334e-02,5.933688953518867493e-02,1.522236938476562500e+02
3.669728636741638184e-01,2.601563930511474609e-02,8.397566528320312500e+02,3.344517201185226440e-02,5.839803442358970642e-02,1.416998443603515625e+02
4.879299402236938477e-01,9.998052567243576050e-02,5.053411483764648438e+01,3.068266436457633972e-02,6.365571171045303345e-02,1.059578369140625000e+03
1.115234941244125366e-02,2.011719858273863792e-03,4.922023620605468750e+02,6.496393084526062012e-01,3.006480401381850243e-03,6.276704101562500000e+02
2.041016705334186554e-02,9.375005029141902924e-04,1.339397888183593750e+02,2.575551271438598633e-01,7.583334110677242279e-03,2.449759521484375000e+02
1.989258825778961182e-01,3.113282844424247742e-02,5.024626541137695312e+01,1.537551432847976685e-01,1.270283851772546768e-02,6.032397460937500000e+01
3.447267413139343262e-01,9.277348406612873077e-03,6.893161010742187500e+02,3.156098350882530212e-02,6.188406795263290405e-02,1.334390258789062500e+02
4.860939979553222656e-01,3.514845669269561768e-01,1.202720092773437500e+03,3.053679317235946655e-02,6.395979225635528564e-02,1.658115478515625000e+03
3.320314281154423952e-04,5.859378143213689327e-05,5.058173751831054688e+01,2.052444267272949219e+01,9.516099817119538784e-05,1.204705273437500000e+04
4.882424473762512207e-01,1.498047634959220886e-02,3.214916503906250000e+03,4.307690635323524475e-02,4.534078761935234070e-02,1.187934417724609375e+02
4.867971241474151611e-01,1.014648973941802979e-01,5.296648025512695312e+01,4.982247948646545410e-02,3.920147567987442017e-02,2.896483764648437500e+02
3.351368904113769531e-01,2.380079329013824463e-01,1.005016250610351562e+02,5.953854322433471680e-02,3.280461579561233521e-02,4.535460205078125000e+02
4.879494905471801758e-01,7.812503725290298462e-03,1.018767929077148438e+02,1.737015880644321442e-02,1.124415844678878784e-01,1.250129394531250000e+03
3.683009743690490723e-01,3.127540647983551025e-01,4.291492614746093750e+02,2.510842680931091309e-02,7.778765261173248291e-02,1.330433654785156250e+02
9.308598935604095459e-02,2.466798201203346252e-02,1.173254394531250000e+02,1.631614714860916138e-01,1.197047811001539230e-02,7.842211303710937500e+02
4.878323078155517578e-01,9.361333400011062622e-02,7.107365417480468750e+01,4.056905582547187805e-02,4.814326763153076172e-02,4.940222167968750000e+02
4.861721396446228027e-01,4.517580568790435791e-01,3.901550048828125000e+03,6.117967888712882996e-02,3.192441537976264954e-02,4.730834579467773438e+01
4.880666732788085938e-01,8.986333012580871582e-02,2.650358581542968750e+02,2.322986535727977753e-02,8.407783508300781250e-02,1.628875854492187500e+03
3.995314538478851318e-01,1.353321075439453125e-01,9.223851013183593750e+01,3.158506751060485840e-02,6.183698400855064392e-02,3.429016723632812500e+02
4.882815182209014893e-01,4.821291565895080566e-01,5.818065261840820312e+01,1.881492324173450470e-02,1.038069128990173340e-01,1.361919311523437500e+03
4.882815182209014893e-01,4.380666315555572510e-01,4.252793884277343750e+02,2.466865628957748413e-02,7.917437702417373657e-02,1.048575439453125000e+03
9.765630238689482212e-05,5.859378143213689327e-05,2.191159820556640625e+02,3.438129043579101562e+01,5.680781032424420118e-05,2.047998828125000000e+04
9.843755513429641724e-03,3.222658066079020500e-03,2.470757141113281250e+02,8.674716353416442871e-01,2.251515397801995277e-03,2.844442871093750000e+03
4.872072935104370117e-01,4.589650928974151611e-01,6.284102630615234375e+01,1.758181862533092499e-02,1.110877916216850281e-01,1.165828247070312500e+03
3.138087689876556396e-01,9.140630252659320831e-03,1.297797363281250000e+03,5.497405678033828735e-02,3.552824631333351135e-02,5.735977554321289062e+01
5.957034602761268616e-02,1.171875651925802231e-02,5.552430725097656250e+01,2.377800345420837402e-01,8.214004337787628174e-03,1.846556396484375000e+02
2.072266675531864166e-02,8.750004693865776062e-03,9.756715393066406250e+01,4.640623033046722412e-01,4.208757542073726654e-03,1.351177490234375000e+03
4.516799151897430420e-01,9.341801702976226807e-02,6.756921386718750000e+01,9.872220456600189209e-02,1.978405006229877472e-02,6.641871643066406250e+01
4.851565062999725342e-01,3.944728672504425049e-01,3.829390869140625000e+02,3.750596195459365845e-02,5.207540467381477356e-02,8.224150390625000000e+02
3.202345371246337891e-01,6.816409993916749954e-03,3.633035583496093750e+02,3.418312966823577881e-02,5.713712051510810852e-02,1.405220031738281250e+02
4.880080819129943848e-01,2.101172953844070435e-01,1.719704132080078125e+02,2.533157169818878174e-02,7.710238546133041382e-02,1.223340454101562500e+03
4.881643354892730713e-01,9.996099025011062622e-02,5.523865890502929688e+01,1.967894099652767181e-02,9.924998134374618530e-02,1.014002807617187500e+03
6.601565983146429062e-03,1.113281818106770515e-03,5.842520751953125000e+02,1.629545927047729492e+00,1.198571058921515942e-03,3.484021728515625000e+03
4.876760542392730713e-01,4.472267925739288330e-01,1.852276306152343750e+02,2.971853874623775482e-02,6.572078168392181396e-02,1.021169677734375000e+03
1.488282065838575363e-02,2.402344951406121254e-03,5.266931152343750000e+01,6.931427121162414551e-01,2.817785833030939102e-03,2.150130126953125000e+03
4.578322768211364746e-01,3.780470788478851318e-01,9.112677001953125000e+01,7.454115897417068481e-02,2.620193175971508026e-02,1.332365722656250000e+02
3.040040731430053711e-01,9.140630252659320831e-03,3.389121582031250000e+03,4.338525608181953430e-02,4.501824826002120972e-02,1.381560363769531250e+02
8.046879433095455170e-03,1.875001005828380585e-03,2.319926513671875000e+03,1.230417013168334961e+00,1.587368547916412354e-03,1.615533081054687500e+03
4.882815182209014893e-01,1.000195816159248352e-01,1.021765708923339844e+01,2.160717174410820007e-02,9.039221704006195068e-02,3.645437988281250000e+03
4.861916601657867432e-01,4.689455628395080566e-01,1.610162353515625000e+02,2.487335540354251862e-02,7.852251827716827393e-02,1.783247314453125000e+03
3.302150070667266846e-01,8.750004693865776062e-03,7.280403320312500000e+03,2.500292845070362091e-02,7.811573147773742676e-02,3.149463195800781250e+02
1.007813028991222382e-02,1.464844564907252789e-03,8.551793670654296875e+01,7.002213001251220703e-01,2.789295976981520653e-03,2.877517822265625000e+03
3.945314586162567139e-01,8.753910660743713379e-02,8.416539001464843750e+01,1.125205531716346741e-01,1.735801808536052704e-02,2.053068237304687500e+02
4.846682250499725342e-01,2.346290349960327148e-01,5.740628051757812500e+02,3.142337128520011902e-02,6.215494498610496521e-02,7.922945556640625000e+02
4.217970967292785645e-01,8.521489053964614868e-02,5.215750122070312500e+01,1.018764600157737732e-01,1.917157135903835297e-02,9.720313262939453125e+01
